Gene_Symbol	entrez_ID
SP100	6672
SPAG1	6674
UAP1	6675
SPAG4	6676
SPAM1	6677
SPARC	6678
SPAST	6683
SPG7	6687
SPI1	6688
SPIB	6689
SPINK1	6690
SPINK2	6691
SPINT1	6692
SPN	6693
SPP2	6694
SPOCK1	6695
SPP1	6696
SPR	6697
SPRR1A	6698
SPRR1B	6699
SPRR2A	6700
SPRR2B	6701
SPRR2C	6702
SPRR2D	6703
SPRR2E	6704
SPRR2F	6705
SPRR2G	6706
SPRR3	6707
SPTA1	6708
SPTAN1	6709
SPTB	6710
SPTBN1	6711
SPTBN2	6712
SQLE	6713
SRC	6714
SRD5A1	6715
SRD5A2	6716
SRI	6717
AKR1D1	6718
SREBF1	6720
SREBF2	6721
SRF	6722
SRM	6723
SRMS	6725
SRP9	6726
SRP14	6727
SRP19	6728
SRP54	6729
SRP68	6730
SRP72	6731
SRPK1	6732
SRPK2	6733
SRPRA	6734
SRY	6736
TRIM21	6737
TROVE2	6738
SSB	6741
SSBP1	6742
SSFA2	6744
SSR1	6745
SSR2	6746
SSR3	6747
SSR4	6748
SSRP1	6749
SST	6750
SSTR1	6751
SSTR2	6752
SSTR3	6753
SSTR5	6755
SSX1	6756
SSX5	6758
SS18	6760
ST5	6764
ST13	6767
ST14	6768
STAC	6769
STAR	6770
STAT1	6772
STAT2	6773
STAT3	6774
STAT4	6775
STAT5A	6776
STAT5B	6777
STAT6	6778
STATH	6779
STAU1	6780
STC1	6781
HSPA13	6782
SULT1E1	6783
ELOVL4	6785
STIM1	6786
NEK4	6787
STK3	6788
STK4	6789
AURKA	6790
CDKL5	6792
STK10	6793
STK11	6794
AURKC	6795
SULT1A2	6799
STRN	6801
STX1A	6804
STX3	6809
STX4	6810
STX5	6811
STXBP1	6812
STXBP2	6813
STXBP3	6814
STYX	6815
SULT1A1	6817
SULT1C2	6819
SULT2B1	6820
SUOX	6821
SULT2A1	6822
SUPT4H1	6827
SUPT5H	6829
SUPT6H	6830
SUPV3L1	6832
ABCC8	6833
SURF1	6834
SURF2	6835
SURF4	6836
MED22	6837
SURF6	6838
SUV39H1	6839
SVIL	6840
VAMP1	6843
VAMP2	6844
VAMP7	6845
XCL2	6846
SYCP1	6847
SYK	6850
SYN1	6853
SYN2	6854
SYP	6855
SYPL1	6856
SYT1	6857
SYT4	6860
SYT5	6861
T	6862
TAC1	6863
TACR2	6865
TAC3	6866
TACC1	6867
ADAM17	6868
TACR1	6869
TACR3	6870
TADA2A	6871
TAF1	6872
TAF2	6873
TAF4	6874
TAF4B	6875
TAGLN	6876
TAF5	6877
TAF6	6878
TAF7	6879
TAF9	6880
TAF10	6881
TAF11	6882
TAF12	6883
TAF13	6884
MAP3K7	6885
TAL1	6886
TALDO1	6888
TAP1	6890
TAP2	6891
TAPBP	6892
TARBP1	6894
TARBP2	6895
TARS	6897
TAT	6898
TBX1	6899
CNTN2	6900
TAZ	6901
TBCA	6902
TBCC	6903
TBCD	6904
TBCE	6905
SERPINA7	6906
TBL1X	6907
TBP	6908
TBX2	6909
TBX5	6910
TBX6	6911
TBX15	6913
TBXA2R	6915
TBXAS1	6916
TCEA1	6917
TCEA2	6919
TCEA3	6920
ELOC	6921
ELOB	6923
ELOA	6924
TCF4	6925
TBX3	6926
HNF1A	6927
HNF1B	6928
TCF3	6929
TCF7	6932
TCF7L2	6934
ZEB1	6935
GCFC2	6936
TCF12	6938
TCF15	6939
ZNF354A	6940
TCF19	6941
TCF20	6942
TCF21	6943
VPS72	6944
MLX	6945
TCN1	6947
TCN2	6948
TCOF1	6949
TCP1	6950
TCP11	6954
TECTB	6975
TCTA	6988
DYNLT3	6990
TCTE3	6991
PPP1R11	6992
DYNLT1	6993
TDG	6996
TDGF1	6997
TDO2	6999
PRDX2	7001
TEAD1	7003
TEAD4	7004
TEAD3	7005
TEC	7006
TEF	7008
TMBIM6	7009
TEK	7010
TEP1	7011
TERC	7012
TERF1	7013
TERF2	7014
TERT	7015
TESK1	7016
TF	7018
TFAM	7019
TFAP2A	7020
TFAP2B	7021
TFAP2C	7022
TFAP4	7023
TFCP2	7024
NR2F1	7025
NR2F2	7026
TFDP1	7027
TFDP2	7029
TFE3	7030
TFF1	7031
TFF2	7032
TFF3	7033
TFPI	7035
TFR2	7036
TFRC	7037
TG	7038
TGFA	7039
TGFB1	7040
TGFB1I1	7041
TGFB2	7042
TGFB3	7043
LEFTY2	7044
TGFBI	7045
TGFBR1	7046
TGM4	7047
TGFBR2	7048
TGFBR3	7049
TGIF1	7050
TGM1	7051
TGM2	7052
TGM3	7053
TH	7054
THBD	7056
THBS1	7057
THBS2	7058
THBS3	7059
THBS4	7060
TCHH	7062
THOP1	7064
THPO	7066
THRA	7067
THRB	7068
THRSP	7069
THY1	7070
KLF10	7071
TIA1	7072
TIAL1	7073
TIAM1	7074
TIE1	7075
TIMP1	7076
TIMP2	7077
TIMP3	7078
TIMP4	7079
NKX2-1	7080
TJP1	7082
TK1	7083
TK2	7084
TKT	7086
ICAM5	7087
TLE1	7088
TLE2	7089
TLE3	7090
TLE4	7091
TLL1	7092
TLL2	7093
TLN1	7094
SEC62	7095
TLR1	7096
TLR2	7097
TLR3	7098
TLR4	7099
TLR5	7100
NR2E1	7101
TSPAN7	7102
TSPAN8	7103
TM4SF4	7104
TSPAN6	7105
TSPAN4	7106
GPR137B	7107
TM7SF2	7108
TRAPPC10	7109
TMF1	7110
TMOD1	7111
TMPO	7112
TMPRSS2	7113
TMSB4X	7114
TMSB4XP8	7117
CLDN5	7122
CLEC3B	7123
TNF	7124
TNNC2	7125
TNFAIP1	7126
TNFAIP2	7127
TNFAIP3	7128
TNFAIP6	7130
TNFRSF1A	7132
TNFRSF1B	7133
TNNC1	7134
TNNI1	7135
TNNI2	7136
TNNI3	7137
TNNT1	7138
TNNT2	7139
TNNT3	7140
TNP1	7141
TNP2	7142
TNR	7143
TNS1	7145
TNXB	7148
TOP1	7150
TOP2A	7153
TOP2B	7155
TOP3A	7156
TP53	7157
TP53BP1	7158
TP53BP2	7159
TP73	7161
TPBG	7162
TPD52	7163
TPD52L1	7164
TPD52L2	7165
TPI1	7167
TPM1	7168
TPM2	7169
TPM3	7170
TPM4	7171
TPMT	7172
TPO	7173
TPP2	7174
TPR	7175
TPSAB1	7177
TPT1	7178
TPTE	7179
CRISP2	7180
NR2C1	7181
NR2C2	7182
HSP90B1	7184
TRAF1	7185
TRAF2	7186
TRAF3	7187
TRAF5	7188
TRAF6	7189
HSP90B2P	7190
TRH	7200
CCT3	7203
TRIO	7204
TRIP6	7205
TRO	7216
TRPC1	7220
TRPC2	7221
TRPC3	7222
TRPC4	7223
TRPC5	7224
TRPC6	7225
TRPM2	7226
TRPS1	7227
TSN	7247
TSC1	7248
TSC2	7249
TSG101	7251
TSHB	7252
TSHR	7253
TSNAX	7257
TSPYL1	7259
EIPR1	7260
PHLDA2	7262
TST	7263
TSTA3	7264
TTC1	7265
DNAJC7	7266
TTC3	7267
TTC4	7268
TTF1	7270
TTK	7272
TTN	7273
TTPA	7274
TUB	7275
TTR	7276
TUBA4A	7277
TUBA3C	7278
TUBB2A	7280
TUBG1	7283
TUFM	7284
TUFT1	7286
TULP1	7287
TULP2	7288
TULP3	7289
HIRA	7290
TWIST1	7291
TNFSF4	7292
TNFRSF4	7293
TXK	7294
TXN	7295
TXNRD1	7296
TYK2	7297
TYMS	7298
TYR	7299
TYRO3	7301
TYROBP	7305
TYRP1	7306
U2AF1	7307
UBA52	7311
UBB	7314
UBC	7316
UBA1	7317
UBA7	7318
UBE2A	7319
UBE2B	7320
UBE2D1	7321
UBE2D2	7322
UBE2D3	7323
UBE2E1	7324
UBE2E2	7325
UBE2G1	7326
UBE2G2	7327
UBE2H	7328
UBE2I	7329
UBE2L3	7332
UBE2N	7334
UBE2V1	7335
UBE2V2	7336
UBE3A	7337
SUMO1	7341
UBP1	7342
UBTF	7343
UCHL1	7345
UCHL3	7347
UPK1B	7348
UCP1	7350
UCP2	7351
UCP3	7352
UFD1	7353
SLC35A2	7355
SCGB1A1	7356
UGCG	7357
UGDH	7358
UGP2	7360
UGT2B4	7363
UGT2B7	7364
UGT2B10	7365
UGT2B15	7366
UGT8	7368
UMOD	7369
UCK2	7371
UMPS	7372
COL14A1	7373
UNG	7374
USP4	7375
NR1H2	7376
UPP1	7378
UPK2	7379
UPK3A	7380
UQCRB	7381
UQCRC1	7384
UQCRC2	7385
UQCRFS1	7386
UQCRH	7388
UROD	7389
UROS	7390
USF1	7391
USF2	7392
USP1	7398
USH2A	7399
CLRN1	7401
UTRN	7402
KDM6A	7403
UTY	7404
UVRAG	7405
VARS	7407
VASP	7408
VAV1	7409
VAV2	7410
VBP1	7411
VCAM1	7412
VCL	7414
VCP	7415
VDAC1	7416
VDAC2	7417
VDAC3	7419
VDR	7421
VEGFA	7422
VEGFB	7423
VEGFC	7424
VGF	7425
VHL	7428
VIL1	7429
EZR	7430
VIM	7431
VIP	7432
VIPR1	7433
VIPR2	7434
VLDLR	7436
BEST1	7439
VPREB1	7441
VRK1	7443
VRK2	7444
VSNL1	7447
VTN	7448
VWF	7450
WARS	7453
WAS	7454
WIPF1	7456
EIF4H	7458
CLIP2	7461
LAT2	7462
CORO2A	7464
WEE1	7465
WFS1	7466
NSD2	7468
NELFA	7469
WNT1	7471
WNT2	7472
WNT3	7473
WNT5A	7474
WNT6	7475
WNT7A	7476
WNT7B	7477
WNT8A	7478
WNT8B	7479
WNT10B	7480
WNT11	7481
WNT2B	7482
WNT9A	7483
WNT9B	7484
WRB	7485
WRN	7486
WT1	7490
XBP1	7494
XDH	7498
XG	7499
XIST	7503
XK	7504
XPA	7507
XPC	7508
XPNPEP1	7511
XPNPEP2	7512
XPO1	7514
XRCC1	7515
XRCC2	7516
XRCC3	7517
XRCC4	7518
XRCC5	7520
YES1	7525
YY1	7528
YWHAB	7529
YWHAE	7531
YWHAG	7532
YWHAH	7533
YWHAZ	7534
ZAP70	7535
SF1	7536
ZFP36	7538
ZFP37	7539
ZBTB14	7541
ZFPL1	7542
ZFX	7543
ZFY	7544
ZIC1	7545
ZIC2	7546
ZIC3	7547
ZNF2	7549
ZNF3	7551
ZNF711	7552
ZNF7	7553
ZNF8	7554
CNBP	7555
ZNF10	7556
ZNF12	7559
ZNF14	7561
ZNF708	7562
ZNF16	7564
ZNF17	7565
ZNF18	7566
ZNF19	7567
ZNF20	7568
ZNF182	7569
ZNF22	7570
ZNF23	7571
ZNF24	7572
ZNF26	7574
ZNF28	7576
ZSCAN20	7579
ZNF32	7580
ZNF33A	7581
ZNF33B	7582
ZNF35	7584
ZKSCAN1	7586
ZNF37A	7587
ZSCAN21	7589
ZNF41	7592
MZF1	7593
ZNF43	7594
ZNF45	7596
ZBTB25	7597
ZNF66	7617
ZNF69	7620
ZNF70	7621
ZNF74	7625
ZNF75D	7626
ZNF75A	7627
ZNF76	7629
ZNF79	7633
ZNF84	7637
ZNF221	7638
ZNF85	7639
ZNF90	7643
ZNF91	7644
ZNF99	7652
ZNF222	7673
ZNF121	7675
ZNF124	7678
MKRN3	7681
ZNF131	7690
ZNF132	7691
ZNF133	7692
ZNF134	7693
ZNF135	7694
ZNF136	7695
ZNF138	7697
ZNF140	7699
ZNF141	7700
ZNF142	7701
ZNF143	7702
PCGF2	7703
ZBTB16	7704
ZNF146	7705
TRIM25	7706
ZNF148	7707
ZBTB17	7709
ZNF154	7710
ZNF155	7711
ZNF157	7712
VEZF1	7716
ZNF165	7718
TRIM26	7726
ZNF174	7727
ZNF175	7728
ZNF177	7730
RNF112	7732
ZNF180	7733
RNF113A	7737
ZNF184	7738
ZNF185	7739
ZSCAN26	7741
ZNF189	7743
ZKSCAN8	7745
ZSCAN9	7746
ZNF195	7748
ZMYM2	7750
ZNF200	7752
ZNF202	7753
ZNF204P	7754
ZNF205	7755
ZNF207	7756
ZNF208	7757
ZNF213	7760
ZNF214	7761
ZNF215	7762
ZFAND5	7763
ZNF217	7764
ZNF223	7766
ZNF224	7767
ZNF225	7768
ZNF226	7769
ZNF227	7770
ZNF112	7771
ZNF229	7772
ZNF230	7773
ZNF232	7775
ZNF236	7776
SLC30A1	7779
SLC30A2	7780
SLC30A3	7781
SLC30A4	7782
ZP2	7783
ZP3	7784
MAP3K12	7786
ZXDA	7789
ZYX	7791
LUZP1	7798
PRDM2	7799
DNALI1	7802
PTP4A1	7803
LRP8	7804
LAPTM5	7805
BSND	7809
CSDE1	7812
EVI5	7813
DAP3	7818
NPHS2	7827
BTG2	7832
PXDN	7837
ALMS1	7840
MOGS	7841
RNF103	7844
TUBA1A	7846
PAX8	7849
IL1R2	7850
MALL	7851
CXCR4	7852
FZD5	7855
SCG2	7857
BRPF1	7862
IFRD2	7866
MAPKAPK3	7867
SEMA3B	7869
SLMAP	7871
MANF	7873
USP7	7874
RAB7A	7879
KCNAB1	7881
SLBP	7884
ST8SIA4	7903
REEP5	7905
DEK	7913
ALDH5A1	7915
PRRC2A	7916
BAG6	7917
GPANK1	7918
DDX39B	7919
ABHD16A	7920
SLC39A7	7922
HSD17B8	7923
NELFE	7936
LST1	7940
PLA2G7	7941
TFEB	7942
RNF217-AS1	7955
EPM2A	7957
AIMP2	7965
MAFK	7975
FZD3	7976
MTERF1	7978
SEM1	7979
TFPI2	7980
ST7	7982
ARHGEF5	7984
ZNF212	7988
TUSC3	7991
UBXN8	7993
KAT6A	7994
PSCA	8000
GLRA3	8001
NR4A3	8013
BRD3	8019
NUP214	8021
LHX3	8022
STAM	8027
MLLT10	8028
CUBN	8029
CCDC6	8030
NCOA4	8031
SLC25A16	8034
SHOC2	8036
ADAM12	8038
RASSF7	8045
CSRP3	8048
PDHX	8050
FOSL1	8061
CUL5	8065
PTP4A2	8073
FGF23	8074
MFAP5	8076
USP5	8078
MLF2	8079
SSPN	8082
KMT2D	8085
AAAS	8086
FXR1	8087
YEATS4	8089
HMGA2	8091
ALX1	8092
CDK2AP1	8099
IFT88	8100
PABPN1	8106
DPF3	8110
GPR68	8111
TCL1A	8115
AP3B2	8120
PWAR5	8123
ANP32A	8125
ST8SIA2	8128
NPRL3	8131
GAN	8139
SLC7A5	8140
TAF15	8148
RND2	8153
COIL	8161
AKAP1	8165
SLC14A2	8170
MADCAM1	8174
SF3A2	8175
ELL	8178
ZNF239	8187
SYMPK	8189
MIA	8190
CLPP	8192
DPF1	8193
MKKS	8195
GDF5	8200
NCOA3	8202
NRIP1	8204
CHAF1B	8208
C21orf33	8209
DGCR6	8214
LZTR1	8216
CLTCL1	8218
ESS2	8220
SYN3	8224
GTPBP6	8225
PUDP	8226
AKAP17A	8227
PNPLA4	8228
ZRSR2	8233
USP11	8237
USP9X	8239
RBM10	8241
KDM5C	8242
SMC1A	8243
NAA10	8260
F8A1	8263
UBL4A	8266
TMEM187	8269
LAGE3	8270
SLC10A3	8273
TKTL1	8277
KDM5D	8284
EPX	8288
ARID1A	8289
HIST3H3	8290
DYSF	8291
COLQ	8292
HIST1H4I	8294
TRRAP	8295
PICALM	8301
SNN	8303
ACOX2	8309
ACOX3	8310
AXIN1	8312
AXIN2	8313
BAP1	8314
BRAP	8315
CDC7	8317
CDC45	8318
EOMES	8320
FZD1	8321
FZD4	8322
FZD6	8323
FZD7	8324
FZD8	8325
FZD9	8326
GFI1B	8328
HIST1H2AI	8329
HIST1H2AK	8330
HIST1H2AJ	8331
HIST1H2AL	8332
HIST1H2AC	8334
HIST1H2AB	8335
HIST1H2AM	8336
HIST2H2AA3	8337
HIST1H2BG	8339
HIST1H2BL	8340
HIST1H2BN	8341
HIST1H2BM	8342
HIST1H2BF	8343
HIST1H2BE	8344
HIST1H2BH	8345
HIST1H2BI	8346
HIST1H2BC	8347
HIST1H2BO	8348
HIST2H2BE	8349
HIST1H3A	8350
HIST1H3D	8351
HIST1H3C	8352
HIST1H3E	8353
HIST1H3I	8354
HIST1H3G	8355
HIST1H3J	8356
HIST1H3H	8357
HIST1H3B	8358
HIST1H4A	8359
HIST1H4D	8360
HIST1H4F	8361
HIST1H4K	8362
HIST1H4J	8363
HIST1H4C	8364
HIST1H4H	8365
HIST1H4B	8366
HIST1H4E	8367
HIST1H4L	8368
HIST2H4A	8370
HYAL3	8372
MAD1L1	8379
NME5	8382
PIP5K1A	8394
PIP5K1B	8395
PIP4K2B	8396
PLA2G6	8398
SLC25A11	8402
SOX14	8403
SPARCL1	8404
SPOP	8405
SRPX	8406
TAGLN2	8407
ULK1	8408
UXT	8409
EEA1	8411
BCAR3	8412
ANXA9	8416
STX7	8417
CMAHP	8418
BFSP2	8419
BBOX1	8424
LTBP4	8425
ZNF282	8427
STK24	8428
NR0B2	8431
UTF1	8433
RECK	8434
SOAT2	8435
CAVIN2	8436
RASAL1	8437
RAD54L	8438
NSMAF	8439
NCK2	8440
GNPAT	8443
DYRK3	8444
DYRK2	8445
DUSP11	8446
DOC2B	8447
DOC2A	8448
DHX16	8449
CUL4B	8450
CUL4A	8451
CUL3	8452
CUL2	8453
CUL1	8454
ATRN	8455
FOXN1	8456
TTF2	8458
TPST2	8459
TPST1	8460
KLF11	8462
TEAD2	8463
SUPT3H	8464
SMARCA5	8467
FKBP6	8468
SORBS2	8470
IRS4	8471
OGT	8473
CDC42BPA	8476
GPR65	8477
HIRIP3	8479
RAE1	8480
OFD1	8481
SEMA7A	8482
CILP	8483
GEMIN2	8487
RGS5	8490
MAP4K3	8491
PRSS12	8492
PPM1D	8493
PPFIBP2	8495
PPFIBP1	8496
PPFIA4	8497
RANBP3	8498
PPFIA2	8499
PPFIA1	8500
SLC43A1	8501
PKP4	8502
PIK3R3	8503
PEX3	8504
CNTNAP1	8506
ENC1	8507
NIPSNAP1	8508
NDST2	8509
MMP23B	8510
MMP23A	8511
MBL1P	8512
LIPF	8513
KCNAB2	8514
ITGA10	8515
ITGA8	8516
IKBKG	8517
ELP1	8518
IFITM1	8519
HAT1	8520
GCM1	8521
GAS7	8522
DGKZ	8525
DGKE	8526
DGKD	8527
DDO	8528
CYP4F2	8529
CST7	8530
YBX3	8531
CPZ	8532
COPS3	8533
CHST1	8534
CBX4	8535
CAMK1	8536
BCAS1	8537
BARX2	8538
API5	8539
AGPS	8540
PPFIA3	8541
APOL1	8542
LMO4	8543
PIR	8544
CGGBP1	8545
AP3B1	8546
FCN3	8547
BLZF1	8548
LGR5	8549
MAPKAPK5	8550
BHLHE40	8553
PIAS1	8554
CDC14B	8555
CDC14A	8556
TCAP	8557
CDK10	8558
PRPF18	8559
DEGS1	8560
DENR	8562
THOC5	8563
KMO	8564
YARS	8565
PDXK	8566
MADD	8567
RRP1	8568
MKNK1	8569
KHSRP	8570
PDLIM4	8572
CASK	8573
AKR7A2	8574
PRKRA	8575
STK16	8576
TMEFF1	8577
SCARF1	8578
LY6D	8581
TNFSF11	8600
RGS20	8601
NOP14	8602
SLC25A12	8604
PLA2G4C	8605
RUVBL1	8607
RDH16	8608
KLF7	8609
PLPP1	8611
PLPP2	8612
PLPP3	8613
STC2	8614
USO1	8615
CADPS	8618
NPFF	8620
CDK13	8621
PDE8B	8622
ASMTL	8623
PSMG1	8624
RFXANK	8625
TP63	8626
JRK	8629
HSD17B6	8630
SKAP1	8631
DNAH17	8632
UNC5C	8633
RTCA	8634
RNASET2	8635
SSNA1	8636
EIF4EBP3	8637
OASL	8638
AOC3	8639
DCHS1	8642
PTCH2	8643
AKR1C3	8644
KCNK5	8645
CHRD	8646
ABCB11	8647
NCOA1	8648
LAMTOR3	8649
NUMB	8650
SOCS1	8651
DDX3Y	8653
PDE5A	8654
DYNLL1	8655
TNKS	8658
ALDH4A1	8659
IRS2	8660
EIF3A	8661
EIF3B	8662
EIF3C	8663
EIF3D	8664
EIF3F	8665
EIF3G	8666
EIF3H	8667
EIF3I	8668
EIF3J	8669
SLC4A4	8671
EIF4G3	8672
VAMP8	8673
VAMP4	8674
STX16	8675
STX11	8676
STX10	8677
BECN1	8678
JMJD7-PLA2G4B	8681
PEA15	8682
SRSF9	8683
MARCO	8685
KRT36	8689
JRKL	8690
HYAL2	8692
GALNT4	8693
DGAT1	8694
CDC23	8697
S1PR4	8698
DNAH11	8701
B4GALT4	8702
B4GALT3	8703
B4GALT2	8704
B3GALT4	8705
B3GALNT1	8706
B3GALT2	8707
SERPINB7	8710
TNK1	8711
PAGE1	8712
ABCC3	8714
TRADD	8717
TNFRSF25	8718
MBTPS1	8720
EDF1	8721
CTSF	8722
SNX4	8723
SNX3	8724
URI1	8725
EED	8726
CTNNAL1	8727
ADAM19	8728
GBF1	8729
RNMT	8731
RNGTT	8732
GPAA1	8733
MYH13	8735
MYOM1	8736
RIPK1	8737
CRADD	8738
HRK	8739
TNFSF14	8740
TNFSF13	8741
TNFSF12	8742
TNFSF10	8743
TNFSF9	8744
ADAM23	8745
ADAM21	8747
ADAM20	8748
ADAM18	8749
ADAM15	8751
ADAM9	8754
ADAM7	8756
CDS2	8760
PABPC4	8761
CD164	8763
TNFRSF14	8764
RAB11A	8766
RIPK2	8767
TNFRSF6B	8771
FADD	8772
SNAP23	8773
NAPG	8774
NAPA	8775
MTMR1	8776
MPDZ	8777
RIOK3	8780
TNFRSF18	8784
MATN4	8785
RGS11	8786
RGS9	8787
DLK1	8788
FBP2	8789
FPGT	8790
TNFRSF11A	8792
TNFRSF10D	8793
TNFRSF10C	8794
TNFRSF10B	8795
SCEL	8796
TNFRSF10A	8797
DYRK4	8798
PEX11B	8799
PEX11A	8800
SUCLG2	8801
SUCLG1	8802
SUCLA2	8803
CREG1	8804
TRIM24	8805
IL18RAP	8807
IL1RL2	8808
IL18R1	8809
GALR2	8811
CCNK	8812
DPM1	8813
CDKL1	8814
BANF1	8815
DCAF5	8816
FGF18	8817
DPM2	8818
SAP30	8819
HESX1	8820
INPP4B	8821
FGF17	8822
CES2	8824
LIN7A	8825
IQGAP1	8826
NRP2	8828
NRP1	8829
SYNGAP1	8831
CD84	8832
GMPS	8833
TMEM11	8834
SOCS2	8835
GGH	8836
CFLAR	8837
WISP3	8838
WISP2	8839
WISP1	8840
HDAC3	8841
PROM1	8842
HCAR3	8843
KSR1	8844
ALKBH1	8846
DLEU2	8847
TSC22D1	8848
KAT2B	8850
CDK5R1	8851
AKAP4	8852
ASAP2	8853
ALDH1A2	8854
NR1I2	8856
FCGBP	8857
PROZ	8858
STK19	8859
LDB1	8861
APLN	8862
PER3	8863
PER2	8864
SYNJ1	8867
ST3GAL5	8869
IER3	8870
SYNJ2	8871
CDC123	8872
ARHGEF7	8874
VNN2	8875
VNN1	8876
SPHK1	8877
SQSTM1	8878
SGPL1	8879
FUBP1	8880
CDC16	8881
ZPR1	8882
NAE1	8883
SLC5A6	8884
DDX18	8886
TAX1BP1	8887
MCM3AP	8888
EIF2B4	8890
EIF2B3	8891
EIF2B2	8892
EIF2B5	8893
EIF2S2	8894
CPNE3	8895
BUD31	8896
MTMR3	8897
MTMR2	8898
PRPF4B	8899
CCNA1	8900
CPNE1	8904
AP1S2	8905
AP1G2	8906
AP1M1	8907
GYG2	8908
ENDOU	8909
SGCE	8910
CACNA1H	8912
CACNA1G	8913
TIMELESS	8914
BCL10	8915
HERC3	8916
HERC1	8925
SNURF	8926
BSN	8927
FOXH1	8928
PHOX2B	8929
MBD4	8930
MBD2	8932
RTL8C	8933
RAB29	8934
SKAP2	8935
WASF1	8936
BAIAP3	8938
FUBP3	8939
TOP3B	8940
CDK5R2	8941
KYNU	8942
AP3D1	8943
BTRC	8945
HIST1H3F	8968
HIST1H2AG	8969
HIST1H2BJ	8970
H1FX	8971
MGAM	8972
CHRNA6	8973
P4HA2	8974
USP13	8975
WASL	8976
PLOD3	8985
RPS6KA4	8986
STBD1	8987
HSPB3	8988
TRPA1	8989
SELENBP1	8991
ATP6V0E1	8992
PGLYRP1	8993
LIMD1	8994
TNFSF18	8995
NOL3	8996
KALRN	8997
CDKL2	8999
HAP1	9001
F2RL3	9002
TAF1C	9013
TAF1B	9014
TAF1A	9015
SLC25A14	9016
MPZL1	9019
MAP3K14	9020
SOCS3	9021
CLIC3	9022
CH25H	9023
BRSK2	9024
RNF8	9025
HIP1R	9026
NAT8	9027
RHBDL1	9028
BAZ1B	9031
TM4SF5	9032
PKD2L1	9033
CCRL2	9034
SEMA5A	9037
UBA3	9039
UBE2M	9040
SPAG9	9043
BTAF1	9044
RPL14	9045
DOK2	9046
SH2D2A	9047
ARTN	9048
AIP	9049
PSTPIP2	9050
PSTPIP1	9051
GPRC5A	9052
MAP7	9053
NFS1	9054
PRC1	9055
SLC7A7	9056
SLC7A6	9057
SLC13A2	9058
PAPSS2	9060
PAPSS1	9061
PIAS2	9063
MAP3K6	9064
SYT7	9066
ANGPTL1	9068
CLDN12	9069
ASH2L	9070
CLDN10	9071
CLDN8	9073
CLDN6	9074
CLDN2	9075
CLDN1	9076
DIRAS3	9077
LDB2	9079
CLDN9	9080
EIF1AY	9086
TMSB4Y	9087
PKMYT1	9088
PIGQ	9091
SART1	9092
DNAJA3	9093
UNC119	9094
TBX19	9095
TBX18	9096
USP14	9097
USP6	9098
USP2	9099
USP10	9100
USP8	9101
RGN	9104
MTMR6	9107
MTMR7	9108
MTMR4	9110
NMI	9111
MTA1	9112
LATS1	9113
ATP6V0D1	9114
SEC22C	9117
INA	9118
KRT75	9119
SLC16A6	9120
SLC16A5	9121
SLC16A4	9122
SLC16A3	9123
PDLIM1	9124
CNOT9	9125
SMC3	9126
PRPF4	9128
PRPF3	9129
FAM50A	9130
AIFM1	9131
KCNQ4	9132
CCNB2	9133
CCNE2	9134
RABEP1	9135
RRP9	9136
ARHGEF1	9138
CBFA2T2	9139
ATG12	9140
PDCD5	9141
SYNGR3	9143
SYNGR2	9144
SYNGR1	9145
HGS	9146
NEMF	9147
NEURL1	9148
DYRK1B	9149
CTDP1	9150
SLC6A5	9152
SLC28A2	9153
SLC28A1	9154
EXO1	9156
FIBP	9158
PCSK7	9159
DGKI	9162
EBAG9	9166
COX7A2L	9167
TMSB10	9168
SCAF11	9169
LPAR2	9170
MYOM2	9172
IL1RL1	9173
MAP3K13	9175
HTR3B	9177
AP4M1	9179
OSMR	9180
ARHGEF2	9181
RASSF9	9182
ZW10	9183
BUB3	9184
REPS2	9185
SLC24A1	9187
DDX21	9188
ZBED1	9189
DEDD	9191
SLC16A7	9194
KCNAB3	9196
SLC33A1	9197
HACD1	9200
DCLK1	9201
ZMYM4	9202
ZMYM3	9203
ZMYM6	9204
ZMYM5	9205
LRRFIP1	9208
LRRFIP2	9209
LGI1	9211
AURKB	9212
XPR1	9213
FCMR	9214
LARGE1	9215
VAPB	9217
VAPA	9218
MTA2	9219
NOLC1	9221
MAGI1	9223
LRAT	9227
DLGAP2	9228
DLGAP1	9229
RAB11B	9230
DLG5	9231
PTTG1	9232
IL32	9235
CCPG1	9236
TBRG4	9238
PNMA1	9240
NOG	9241
MSC	9242
CRLF1	9244
GCNT3	9245
UBE2L6	9246
GCM2	9247
GPR50	9248
DHRS3	9249
RPS6KA5	9252
NUMBL	9253
CACNA2D2	9254
AIMP1	9255
TSPOAP1	9256
MFHAS1	9258
PDLIM7	9260
MAPKAPK2	9261
STK17B	9262
STK17A	9263
CYTH3	9265
CYTH2	9266
CYTH1	9267
ITGB1BP1	9270
PIWIL1	9271
BCL7C	9274
BCL7B	9275
COPB2	9276
WDR46	9277
ZBTB22	9278
MED14	9282
GPR37L1	9283
ADGRG1	9289
GPR55	9290
GPR52	9293
S1PR2	9294
SRSF11	9295
ATP6V1F	9296
SNORD29	9297
SNORD28	9300
SNORD26	9302
SNORD22	9304
SOCS6	9306
CD83	9308
ZNF235	9310
ASIC3	9311
KCNB2	9312
KLF4	9314
NREP	9315
PTER	9317
COPS2	9318
TRIP13	9319
TRIP12	9320
TRIP11	9321
TRIP10	9322
