chr6	106938041	107017069	SE31	81.785	+	4530.3	13	0.89
chr7	130569045	130630695	SE32	80.619	+	4394	20	0.96
chrX	45607227	45712423	SE33	79.38	+	4421.8	13	0.9
chr4	157850697	157892916	SE34	75.991	+	4584.8	14	0.85
chr7	116310547	116357745	SE35	75.492	+	4622.4	16	0.84
chr6	138407531	138430717	SE36	75.466	+	4397.3	31	0.93
chr17	8009312	8130404	SE37	74.869	+	4356.5	17	0.96
chr1	153483614	153546149	SE38	71.183	+	4744.1	9	0.87
chr21	40125124	40226117	SE39	66.702	+	4202.7	9	0.87
chr12	6304738	6340847	SE40	64.325	+	4754.1	12	1.05
chr10	105583918	105654942	SE41	64.188	+	4110.6	13	0.89
chr2	173291825	173331045	SE42	63.746	+	4290.5	9	0.98
chr15	42065628	42103420	SE43	61.7	+	4755.1	15	0.9
chr2	46523882	46564459	SE44	60.595	+	4175.4	9	0.87
chr1	39568429	39625150	SE45	60.491	+	4264.7	49	0.89
chr1	234724635	234754887	SE46	60.348	+	4306.4	11	0.88
chr19	6049192	6111953	SE47	57.735	+	4119.7	11	0.89
chr13	73628967	73665230	SE48	53.181	+	3427.7	13	0.91
chr12	125389072	125425287	SE49	52.894	+	3711.4	15	0.84
chr1	151941519	151974635	SE50	52.054	+	3414.4	14	0.97
chr12	52537669	52638686	SE51	51.797	+	4156.7	17	0.91
chr2	161051144	161099409	SE52	51.719	+	3416	15	0.9
chr3	31894887	31959398	SE53	51.542	+	3485.7	9	0.86
chr17	73662269	73703595	SE54	51.379	+	4077.9	10	0.98
chr3	45130047	45209898	SE55	49.884	+	3733.5	21	0.87
chr3	14160441	14225111	SE56	49.622	+	4069.3	15	0.84
chr21	36167278	36195422	SE57	49.462	+	3710.1	20	0.94
chr16	81556730	81618374	SE58	48.1	+	3563.7	13	1.02
chr12	52885126	52920224	SE59	48.075	+	4060.9	9	0.98
chr2	20406940	20437445	SE60	47.791	+	3493.5	10	0.88
chr6	116684695	116748546	SE61	47.108	+	3321.1	13	0.89
chr7	852249	877224	SE62	46.174	+	4016.9	12	1.09
chr14	51848573	51867172	SE63	46.147	+	3343.3	14	0.91
chr5	148289384	148372577	SE64	46.092	+	3737.2	10	0.88
chr11	9586716	9600417	SE65	46.082	+	3535.1	9	0.89
chr18	61533776	61558243	SE66	45.696	+	3569.8	9	0.97
chr2	113535416	113572704	SE67	44.816	+	3960.5	9	0.86
chr10	75646100	75698083	SE68	44.638	+	3878.1	49	0.88
chr17	57902927	57931458	SE69	43.276	+	3747.7	9	0.98
chr6	129810213	129828772	SE70	42.851	+	3874.1	12	0.89
chr6	30709539	30750729	SE71	42.142	+	3959.2	9	0.98
chr1	207180165	207208732	SE72	41.845	+	3634.4	18	0.95
chr14	74207309	74273438	SE73	41.234	+	3870.8	23	0.95
chr6	11754225	11774001	SE74	41.202	+	3940.3	15	0.83
chr6	26152642	26252626	SE75	40.109	+	3928.9	20	0.87
chr10	82212914	82270088	SE76	39.983	+	3835.5	10	0.87
chr15	52262954	52345054	SE77	39.754	+	3311.7	11	0.87
chr9	75731261	75778482	SE78	39.695	+	3804.2	13	1.04
chr20	10598867	10660524	SE79	39.529	+	3565.4	9	0.87
chr13	73905550	73916772	SE80	39.209	+	3288.2	14	1.06
chr10	33226758	33299619	SE81	38.46	+	3673	14	0.83
chr2	54750557	54804223	SE82	38.267	+	3900.9	9	0.98
chr13	44874500	44889053	SE83	37.484	+	3290	9	1.1
chr1	210037410	210075921	SE84	37.224	+	3584.8	20	0.86
chr3	52078709	52100197	SE85	36.6	+	3655.6	11	0.89
chr1	61783312	61805099	SE86	35.959	+	3534.9	14	0.96
chr11	65184128	65198210	SE87	32.978	+	3898.2	12	0.89
chr22	32025999	32059017	SE88	25.97	+	2863.1	9	0.89
chr11	12085536	12113522	SE89	25.863	+	2863.5	19	0.91
chr7	27170226	27212938	SE90	25.353	+	3274.8	22	0.87
chr2	64863782	64881477	SE91	23.921	+	2874.1	17	0.91
chr9	673716	710171	SE92	22.944	+	3039.3	20	0.97
chr4	89512357	89552836	SE93	22.914	+	3151.2	18	0.95
chr10	96988321	97055166	SE94	22.627	+	3150.8	14	0.97
chr14	99700847	99740175	SE95	21.841	+	2850.6	11	0.98
chr2	235149482	235170754	SE96	21.802	+	3049.9	35	0.9
chr6	143645648	143661327	SE97	21.646	+	2974.8	10	0.88
chr9	71784090	71815177	SE98	21.609	+	2956.1	20	0.91
chr12	27693411	27747049	SE99	21.445	+	3024.6	10	0.98
chr12	46823397	46868008	SE100	21.378	+	2905.7	23	0.87
chr5	59039490	59069194	SE101	21.075	+	3041.9	11	0.9
chr17	39798928	39847066	SE102	21.033	+	3262.4	16	0.85
chr3	149083659	149109193	SE103	20.847	+	2810	17	0.91
chr4	153577307	153651273	SE104	20.82	+	2876.8	9	0.87
chr11	35160269	35204066	SE105	20.687	+	2946.8	14	0.9
chr6	14732339	14746071	SE106	20.666	+	2981.5	10	0.98
chr18	55853544	55915192	SE107	20.622	+	3049.4	10	0.9
chr18	61066282	61122668	SE108	20.468	+	2945.7	9	0.98
chr2	192030123	192046076	SE109	20.412	+	3239.3	18	0.91
chr12	28117859	28153516	SE110	20.305	+	2971.1	11	0.88
chr11	94464235	94536777	SE111	19.749	+	3112.3	11	0.89
chr11	62305531	62342224	SE112	19.546	+	2784.2	9	0.98
chr1	36599000	36653884	SE113	19.539	+	2936.9	27	0.87
chr1	43390151	43433633	SE114	19.423	+	2848.2	15	0.84
chr5	167228952	167250135	SE115	19.312	+	2953.2	9	0.86
chr9	111860263	111883188	SE116	19.302	+	2645.2	10	0.98
chr18	3446517	3467135	SE117	19.263	+	3166.2	30	0.99
chr4	11615339	11638179	SE118	18.995	+	2933	14	0.9
chr3	151018537	151038784	SE119	18.979	+	2832.3	9	1.1
chr5	66298984	66335219	SE120	18.738	+	3172.6	9	0.87
chr13	97901983	97959557	SE121	18.695	+	2784.7	11	0.88
chr7	104642748	104661502	SE122	18.665	+	2802.2	9	0.86
chr1	153580441	153607777	SE123	18.586	+	2814.3	11	0.98
chr5	150948033	150979216	SE124	18.15	+	3093.1	15	0.97
chr1	8063106	8108725	SE125	18.147	+	2497.9	18	1.01
chr1	183148033	183207910	SE126	18.117	+	3126.1	9	0.86
chr19	45926137	45982515	SE127	17.971	+	3169.2	15	0.9
chr22	36719516	36813951	SE128	17.879	+	3238.3	9	0.98
chr16	68669661	68703847	SE129	17.868	+	3228.6	25	0.94
chr6	111887402	111927700	SE130	17.797	+	3120.1	9	0.87
chr6	138128791	138154445	SE131	17.714	+	2502	14	0.86
chr5	96016444	96071499	SE132	17.372	+	2589	11	0.98
chr15	68548858	68581890	SE133	16.938	+	2694.2	24	0.91
chr1	207038188	207084537	SE134	16.936	+	2600.6	10	0.87
chr12	13346833	13376676	SE135	16.921	+	2694.4	10	0.87
chr11	12179396	12237111	SE136	16.919	+	3094.8	12	0.89
chr15	93340573	93375878	SE137	16.898	+	2645.2	20	1.01
chr20	48727048	48783209	SE138	16.601	+	2587	15	1.02
chr15	72513452	72530907	SE139	16.41	+	2698.6	9	0.87
chr12	80078467	80100474	SE140	16.21	+	2775.4	13	0.96
chr3	156525756	156545389	SE141	15.983	+	2951.9	13	0.89
chr1	160982833	161016621	SE142	15.859	+	2697.6	11	0.89
chr8	128402897	128415167	SE143	15.825	+	2764.3	17	0.96
chr17	617313	655460	SE144	15.547	+	2595.4	40	0.98
chr15	75912598	75962431	SE145	15.448	+	2762.1	16	0.84
chr12	123351987	123383489	SE146	15.178	+	3203.4	9	0.96
chr1	68175991	68237403	SE147	15.126	+	2436.7	16	0.91
chr11	118780059	118801040	SE148	15.072	+	3223.1	10	0.98
chr6	32935471	32942814	SE149	15.07	+	2487.4	17	0.99
chr18	61137583	61149925	SE150	15.049	+	3086.7	23	0.91
chr19	13944724	13973255	SE151	14.899	+	3200.3	14	0.9
chr12	110974241	111023577	SE152	14.849	+	2469.3	9	0.87
chr9	111296771	111342884	SE153	14.818	+	3084.8	10	0.97
chr17	46122525	46151907	SE154	14.749	+	2645.4	9	0.98
chr10	3494418	3529340	SE155	14.67	+	2586.7	12	0.89
chr1	156065669	156100742	SE156	14.59	+	3205.3	23	0.91
chr20	52352005	52374628	SE157	14.49	+	2653.9	25	0.98
chr6	35357970	35370623	SE158	14.468	+	2469.8	16	0.9
chr2	178092222	178140382	SE159	14.068	+	3214.9	12	0.89
chr12	50595237	50618592	SE160	14.014	+	2737.5	14	0.97
chr4	143288610	143338377	SE161	13.994	+	2442.5	11	0.89
chr3	111615813	111663222	SE162	13.9	+	2448.4	9	0.98
chr12	27483480	27501446	SE163	13.873	+	2735	14	0.97
chr8	17582022	17611737	SE164	13.753	+	2725.6	9	0.87
chr17	57831062	57865373	SE165	13.747	+	2657.2	43	0.95
chr10	24717130	24757587	SE166	13.678	+	2628.9	21	0.87
chr1	156695919	156722862	SE167	13.629	+	2729	9	0.87
chr20	43120090	43126933	SE168	13.507	+	2386.9	10	0.88
chr18	74797263	74844677	SE169	13.463	+	2692.1	9	0.87
chr6	138349756	138365762	SE170	13.406	+	2385.2	17	0.91
chr17	43200525	43253962	SE171	13.369	+	2507.1	9	0.86
chr12	92527684	92541741	SE172	13.298	+	2507.7	17	1.09
chr1	59038048	59059026	SE173	13.272	+	2385.1	12	0.89
chr13	80055451	80082623	SE174	13.261	+	3072.6	20	0.99
chr6	150571664	150594516	SE175	13.163	+	3203.6	24	0.87
chr5	72901227	72952172	SE176	13.111	+	3054.8	10	0.88
chr1	151995486	152024251	SE177	13.101	+	3221.4	12	0.98
chr12	76034482	76056056	SE178	13.032	+	2633.4	10	0.87
chr13	73929066	73944630	SE179	12.968	+	2436.1	19	0.91
chr11	47516485	47601899	SE180	12.966	+	2272	11	0.98
chr3	44983579	45036342	SE181	12.688	+	2440.3	12	0.97
chr1	236066208	236117185	SE182	12.644	+	2303.5	24	0.91
chr2	208368831	208396713	SE183	12.635	+	2311.7	9	0.87
chr9	21674586	21690127	SE184	12.631	+	2280.4	19	0.87
chr1	150533447	150552895	SE185	12.608	+	2439.2	16	0.97
chr2	151328691	151354513	SE186	12.473	+	2759.5	9	0.86
chr12	46751549	46797170	SE187	12.381	+	2739.7	10	0.98
chr4	87751753	87777446	SE188	12.35	+	2614.1	10	0.88
chr7	98688840	98742387	SE189	12.329	+	2624.5	18	0.85
chr9	95467612	95545496	SE190	12.288	+	2271.6	9	0.87
chr6	106038783	106050328	SE191	12.277	+	2564.9	17	0.96
chr2	208175223	208203994	SE192	12.271	+	2559.7	13	0.9
chr1	108189988	108232997	SE193	12.218	+	2310.6	10	1.09
chr17	35806984	35862063	SE194	12.111	+	2431.6	12	1.05
chr17	56477235	56495010	SE195	11.973	+	2307	9	0.87
chr2	29330648	29353955	SE196	11.912	+	2410	13	0.9
chr11	27469278	27495064	SE197	11.844	+	2284.1	13	0.91
chr5	118654456	118671483	SE198	11.761	+	2397.6	11	0.98
chr12	50925134	50992480	SE199	11.636	+	2427.3	10	0.98
chr20	45978280	45990459	SE200	11.361	+	2544.6	11	0.89
chr6	56502102	56536047	SE201	11.342	+	3064.8	9	0.98
chr12	95007963	95017604	SE202	11.147	+	3071	13	0.91
chr10	101725606	101770356	SE203	11.052	+	2247.2	12	0.9
chr12	66024054	66067729	SE204	11.022	+	2546.5	10	0.98
chr17	75275796	75288558	SE205	10.723	+	2317.5	9	0.98
chr11	119991657	120009626	SE206	10.719	+	2176.6	13	0.89
chr8	32159582	32201520	SE207	10.707	+	2545.8	15	0.9
chr5	125758658	125808715	SE208	10.639	+	2254.5	10	0.97
chr14	65169745	65194147	SE209	10.422	+	2157.7	9	0.98
chr18	67990198	68005963	SE210	10.402	+	2263.9	11	0.98
chr7	116139017	116194153	SE211	10.37	+	2382.7	27	0.92
chr17	38253971	38281082	SE212	10.307	+	2511.7	18	0.91
chr11	33709716	33758632	SE213	10.209	+	2161	9	0.87
chr10	74052177	74092834	SE214	10.076	+	2284.3	25	0.9
chr14	50318195	50379013	SE215	10.001	+	2238	13	0.9
chr4	75263773	75282569	SE216	9.96	+	2154.1	10	0.87
chr11	93861019	93886045	SE217	9.849	+	2235	19	1.01
chr19	41220362	41228355	SE218	9.731	+	2142.9	12	1.06
chr1	94127485	94169949	SE219	9.687	+	2296.3	24	0.99
chr17	7736903	7762418	SE220	9.615	+	2202.2	12	0.89
chr11	61726082	61748869	SE221	9.604	+	2233.7	17	0.84
chr12	28171174	28188917	SE222	9.598	+	2725.5	11	0.88
chr11	101980036	102050413	SE223	9.579	+	2709	10	0.88
chr1	33181896	33257644	SE224	9.573	+	1774.9	22	0.87
chr3	5228527	5244602	SE225	9.524	+	2205	14	0.98
chr5	139615369	139642131	SE226	9.498	+	1774.1	9	0.98
chr14	51954425	51966262	SE227	9.401	+	2132.5	9	0.87
chr20	1302869	1315804	SE228	9.396	+	1810.3	10	0.97
chr14	50466038	50507827	SE229	9.308	+	2098.9	19	0.87
chr19	39880964	39902847	SE230	9.3	+	2331.9	22	0.91
chr9	21535171	21592779	SE231	9.298	+	2242	10	0.88
chr14	75032333	75058700	SE232	9.18	+	2171	17	0.87
chr16	23121826	23160595	SE233	9.142	+	1807.4	19	0.86
chr2	216000398	216006624	SE234	9.103	+	1808.5	16	0.95
chr1	46139975	46155085	SE235	9.088	+	1776.1	11	0.88
chr17	80831867	80847860	SE236	9.043	+	2342	13	0.9
chr14	51999176	52044467	SE237	9.034	+	2344.2	15	0.91
chr10	106078011	106111102	SE238	8.99	+	2181.9	10	0.88
chr16	67866652	67908068	SE239	8.954	+	1811	10	0.98
chr12	13024545	13057565	SE240	8.945	+	2347.1	10	0.88
chr12	13246871	13256281	SE241	8.93	+	2200.3	12	0.89
chr13	73963098	74004825	SE242	8.913	+	2337.2	9	0.86
chr5	14142555	14218479	SE243	8.913	+	2132.3	12	0.97
chr10	101413500	101450067	SE244	8.91	+	2179.5	10	0.98
chr15	101244551	101264242	SE245	8.898	+	2228	13	0.89
chr17	15848638	15870257	SE246	8.821	+	1803.2	20	0.87
chr10	118176788	118201123	SE247	8.702	+	2108.5	14	0.9
chr7	7213602	7224523	SE248	8.688	+	2182.4	10	0.87
chr6	30778110	30796989	SE249	8.679	+	1783.5	12	0.89
chr15	59547881	59606257	SE250	8.648	+	1770.6	9	0.9
chr20	30286651	30311759	SE251	8.62	+	2139.4	27	0.9
chr6	26016609	26057716	SE252	8.539	+	2130.1	12	0.89
chr6	31760125	31805439	SE253	8.428	+	2209	10	0.88
chr11	57045473	57103910	SE254	8.419	+	2039.2	14	1.05
chr8	119091053	119126455	SE255	8.418	+	1938.8	15	0.83
chr11	87902393	87916856	SE256	8.398	+	2227.9	12	0.89
chr13	99613948	99684260	SE257	8.36	+	2134	14	0.9
chr15	83945188	83993584	SE258	8.298	+	1918.8	9	0.87
chr21	44898110	44943268	SE259	8.203	+	2528.6	18	0.87
chr9	14296672	14323903	SE260	8.175	+	1940.1	9	0.86
chr3	111430669	111482973	SE261	8.174	+	2217.2	13	0.89
chr3	141101903	141132308	SE262	8.13	+	1917	10	0.88
chr1	154377428	154407335	SE263	7.958	+	2196.3	16	0.83
chr17	70576478	70588961	SE264	7.958	+	2224.2	18	0.85
chr17	44234310	44272461	SE265	7.948	+	2381	15	0.9
chr2	235916600	235937573	SE266	7.887	+	2096.9	10	0.86
chr5	56467939	56475510	SE267	7.887	+	1930.6	32	0.89
chr5	150991937	151027376	SE268	7.869	+	2111.8	10	0.98
chr14	81767576	81798994	SE269	7.829	+	2121.4	12	0.98
chr5	145300070	145357036	SE270	7.778	+	2532.8	11	0.9
chr15	92483951	92518470	SE271	7.663	+	2113.1	11	0.88
chr20	52443974	52451068	SE272	7.587	+	1942	10	0.9
chr5	148983936	149016472	SE273	7.572	+	2364.4	10	0.87
chr21	30516905	30569552	SE274	7.541	+	2061.9	19	0.91
chr17	7117449	7166912	SE275	7.497	+	1945.3	12	0.89
chr10	3845712	3854509	SE276	7.465	+	2532.6	9	0.99
chr6	54710805	54758447	SE277	7.455	+	2041	35	0.87
chr4	38665868	38677840	SE278	7.45	+	1896.9	12	0.9
chr7	41136742	41158261	SE279	7.449	+	2532.3	14	0.9
chr11	57528703	57567498	SE280	7.422	+	2360.9	35	0.93
chr6	12287875	12330085	SE281	7.381	+	2095	11	0.89
chr10	21804163	21824884	SE282	7.306	+	2061.7	11	0.88
chr5	150451608	150474277	SE283	7.291	+	2070.7	12	0.98
chr10	105499343	105563726	SE284	7.263	+	2034.5	19	0.91
chr3	119809499	119834276	SE285	7.262	+	2130.5	11	0.89
chr1	115151538	115163191	SE286	7.258	+	1897	9	0.87
chr8	126556400	126591911	SE287	7.246	+	2057.8	21	0.91
chr9	112202805	112240566	SE288	7.2	+	2066	9	0.87
chr4	103730730	103750947	SE289	7.189	+	2536.3	10	0.98
chr3	185429720	185464999	SE290	7.169	+	2182.9	13	0.89
chr12	59434112	59474153	SE291	7.161	+	2026.3	26	0.84
chr17	69389150	69455107	SE292	7.153	+	2017.9	10	0.88
chr11	128075982	128082002	SE293	7.148	+	2359.9	10	0.88
chr20	52721898	52769685	SE294	7.082	+	2037.8	10	0.97
chr2	231638024	231663410	SE295	6.981	+	2076.8	9	0.98
chr17	2295557	2311318	SE296	6.977	+	2041.1	9	0.98
chr12	54366366	54427554	SE297	6.95	+	2049.5	15	0.84
chr14	55561851	55575389	SE298	6.939	+	2015.9	9	0.87
chr8	118910684	118983869	SE299	6.933	+	1916.6	10	0.98
chr1	24609510	24628814	SE300	6.931	+	2089.2	11	0.89
chr17	74542547	74598500	SE301	6.849	+	2372.1	18	1.02
chr11	65655265	65687908	SE302	6.826	+	2193.7	9	0.98
chr3	9429952	9465608	SE303	6.805	+	2542.5	9	0.98
chr1	209817294	209833864	SE304	6.695	+	2096.2	11	0.97
chr14	69001770	69045265	SE305	6.689	+	2012.9	24	0.95
chr16	68766373	68836237	SE306	6.685	+	2368.1	9	0.98
chr2	219133933	219163852	SE307	6.659	+	2047.3	17	0.85
chr1	159879823	159933376	SE308	6.607	+	1879.6	14	0.91
chr2	70296478	70323093	SE309	6.44	+	1706.5	12	0.89
chr14	69251384	69263585	SE310	6.419	+	1708.3	15	0.97
chr2	173985971	174026333	SE311	6.372	+	1879.8	12	0.89
chr8	42349159	42398839	SE312	6.366	+	2081.4	15	0.96
chr10	88718832	88734688	SE313	6.321	+	1708.5	14	0.89
chr3	69128335	69140033	SE314	6.258	+	1953.9	27	0.87
chr6	106808666	106832100	SE315	6.234	+	1686.5	11	0.9
chr6	18326224	18354043	SE316	6.189	+	1875.2	12	0.97
chr4	83806938	83823206	SE317	6.177	+	1690.4	11	0.89
chr9	33151333	33168376	SE318	6.159	+	1923.9	9	0.98
chr1	150576031	150603039	SE319	6.126	+	1701.8	13	0.97
chr19	15387274	15443835	SE320	6.11	+	2347.5	16	0.84
chr11	15986216	15992684	SE321	6.081	+	1698.8	10	0.88
chr11	122007502	122074847	SE322	6.03	+	2028.8	18	0.85
chr3	193849996	193860620	SE323	5.993	+	1681.6	10	0.87
chr20	19938504	19984835	SE324	5.952	+	2073.6	9	0.87
chr11	62598182	62626000	SE325	5.882	+	1959.4	20	0.85
chr3	71104999	71119029	SE326	5.88	+	2354.5	16	0.86
chr2	238582103	238626992	SE327	5.854	+	1881.7	9	0.87
chr3	152994483	153011677	SE328	5.853	+	1602.1	18	0.91
chr11	122654856	122688006	SE329	5.825	+	1873.9	9	0.87
chr1	183108218	183135222	SE330	5.82	+	2075.7	10	0.98
chr6	159258960	159276136	SE331	5.78	+	2537.3	11	0.88
chr7	130666787	130698330	SE332	5.751	+	2012.5	10	0.98
chr6	33216279	33291446	SE333	5.739	+	2349.3	22	0.87
chr8	102503484	102517477	SE334	5.671	+	1916.1	26	0.91
chr1	204375804	204392000	SE335	5.661	+	1922.8	9	0.87
chr7	104857514	104871780	SE336	5.59	+	1978.4	10	0.88
chr14	68591855	68625526	SE337	5.552	+	1897.7	10	0.87
chr4	144256808	144282365	SE338	5.523	+	2084	10	0.87
chr20	43964324	44002680	SE339	5.498	+	2353.5	10	0.98
chr4	75578060	75596431	SE340	5.473	+	1726.9	13	0.83
chr7	48121446	48137689	SE341	5.468	+	1915.2	10	0.98
chr2	113625274	113649743	SE342	5.422	+	1602.7	11	0.88
chr6	7532202	7555585	SE343	5.409	+	1722.9	11	0.89
chr5	52280000	52305395	SE344	5.392	+	2007.1	11	0.88
chr4	38156763	38191196	SE345	5.38	+	1604.7	12	0.97
chr22	20849041	20901299	SE346	5.352	+	2086	10	0.87
chr16	15968625	15995613	SE347	5.336	+	1769.9	18	0.96
chr1	38324026	38333250	SE348	5.303	+	1710.1	9	0.89
chr5	43770721	43775132	SE349	5.302	+	1892.1	9	0.98
chr9	95403836	95444040	SE350	5.262	+	1900.3	12	0.88
chr1	155097463	155113063	SE351	5.259	+	1997.1	20	0.96
chr10	27763251	27794514	SE352	5.248	+	1716.9	15	0.97
chr1	16157000	16178871	SE353	5.248	+	1977.6	9	0.87
chr3	136670125	136682113	SE354	5.23	+	1977.2	12	0.88
chr2	26492064	26535927	SE355	5.209	+	1712.1	17	1.02
chr2	20240319	20253278	SE356	5.203	+	1720.3	9	0.98
chr2	61175207	61198908	SE357	5.182	+	1762.4	20	0.91
chr6	17928664	17994859	SE358	5.126	+	1681.1	17	0.85
chr12	96607267	96643724	SE359	5.113	+	1601.4	18	0.91
chr20	49038757	49058505	SE360	5.095	+	1731.2	20	0.86
chr2	161232553	161291637	SE361	5.082	+	1709.3	13	0.98
chr1	16465931	16515630	SE362	5.055	+	1504.8	10	0.88
chr6	113950905	113977521	SE363	5.023	+	1890.2	10	0.97
chr8	87007608	87018840	SE364	5.017	+	1680.4	9	1.09
chr5	52319184	52336275	SE365	5	+	1956.9	10	0.88
chr5	112566213	112582878	SE366	4.972	+	1528.9	9	0.86
chr1	17763682	17770426	SE367	4.938	+	1958.7	15	0.9
chr1	201416802	201487342	SE368	4.932	+	1900.8	15	0.84
chr3	11732561	11762950	SE369	4.904	+	1994.3	14	0.97
chr13	109798581	109815056	SE370	4.894	+	1991.9	10	0.88
chr1	182991081	182999854	SE371	4.89	+	1639.4	51	0.96
chr5	148926383	148944229	SE372	4.881	+	1987.8	11	0.88
chr12	45608719	45630023	SE373	4.863	+	1812.4	20	0.91
chr1	154928307	154956898	SE374	4.857	+	1758.2	25	0.87
chr14	53160835	53175191	SE375	4.852	+	1639	10	0.98
chr14	59800142	59833346	SE376	4.839	+	1527.7	9	0.87
chr1	200608891	200653797	SE377	4.814	+	1957.6	28	0.96
chr7	92356599	92397824	SE378	4.802	+	1866.7	9	0.87
chr6	30580653	30595269	SE379	4.79	+	1618.3	10	0.88
chr1	117448669	117466614	SE380	4.789	+	1864.1	11	0.98
chr12	12867302	12890118	SE381	4.764	+	1618.4	9	0.87
chr1	16274691	16302952	SE382	4.753	+	1502.3	12	0.89
chr1	68269153	68316439	SE383	4.748	+	1527.2	13	0.98
chr10	121410290	121447453	SE384	4.723	+	1960.2	10	0.9
chr9	118430260	118436653	SE385	4.71	+	1611.2	10	0.98
chr2	64332360	64372213	SE386	4.708	+	1536.6	16	0.85
chr17	7463537	7494921	SE387	4.663	+	1830.9	12	0.97
chr22	38283656	38304264	SE388	4.655	+	1637	10	0.88
chr3	30382945	30400747	SE389	4.653	+	1495.1	10	0.88
chr5	77799941	77834811	SE390	4.626	+	1494.2	13	0.89
chr13	41555356	41594447	SE391	4.613	+	1828	9	0.87
chr19	13105873	13166886	SE392	4.597	+	1987.3	15	0.9
chr4	102252022	102289167	SE393	4.567	+	1762.2	16	0.9
chr12	47660777	47673543	SE394	4.556	+	1632.9	29	0.91
chr17	48123976	48144478	SE395	4.507	+	1597	9	0.87
chr11	9773727	9783175	SE396	4.496	+	1733.1	10	0.88
chr1	161082443	161103805	SE397	4.48	+	1763.2	10	0.88
chr14	85975451	86002920	SE398	4.466	+	1895.4	10	0.87
chr7	20368631	20405960	SE399	4.46	+	1979.5	13	0.9
chr11	128358825	128400565	SE400	4.404	+	1504.8	10	0.98
chr2	153257265	153305092	SE401	4.387	+	1508.6	12	0.89
chr21	34751867	34784224	SE402	4.38	+	1508.2	12	0.98
chr16	48639573	48647763	SE403	4.375	+	1980	15	0.83
chr1	78441362	78472062	SE404	4.374	+	1619.1	16	1.04
chr20	10395306	10428250	SE405	4.371	+	1869.2	18	0.86
chr15	71363035	71429420	SE406	4.364	+	1519.4	13	0.9
chr20	17537476	17553740	SE407	4.363	+	1757.2	19	0.91
chr22	25348307	25391005	SE408	4.355	+	2001.6	10	0.87
chr6	83105953	83120418	SE409	4.341	+	1524.6	11	1.06
chr15	63623431	63678867	SE410	4.339	+	1820.6	13	0.97
chr19	11196132	11207589	SE411	4.312	+	1862.7	25	0.95
chr1	6546002	6556996	SE412	4.283	+	1490	10	0.87
chr22	38693537	38744867	SE413	4.283	+	1633.3	14	0.89
chr20	49100045	49146184	SE414	4.28	+	1962.5	17	0.85
chr19	38755260	38827557	SE415	4.27	+	1614.1	26	0.87
chr7	5457876	5470349	SE416	4.248	+	1749	12	0.89
chr7	129588323	129611039	SE417	4.246	+	1973.2	15	0.84
chr1	28558722	28588151	SE418	4.237	+	1963	29	0.99
chr6	128808291	128842689	SE419	4.226	+	1817.4	14	0.9
chr3	38177790	38211251	SE420	4.225	+	1825.9	10	0.98
chr8	129180232	129197877	SE421	4.224	+	1625.6	22	1.03
chr2	43296281	43314824	SE422	4.204	+	1625.5	11	0.98
chr7	27119753	27155337	SE423	4.19	+	1540.8	13	0.89
chr8	126225099	126243192	SE424	4.174	+	1826.2	11	0.98
chr1	37936871	37953400	SE425	4.169	+	1862.6	13	0.9
chr3	182970318	183010048	SE426	4.166	+	1976.3	13	0.89
